id,name,generic_term,generic_category,concise_code,lat,lon,location,decision_date
FDYLS,Milne,Geographic Township,Administrative Area,GEOG,46.8427778,-79.6941667,Nipissing,1962-12-31
FDYLR,Milner,Geographic Township,Administrative Area,GEOG,47.6242900,-80.8503400,Timiskaming,1962-12-31
FDUXG,Milnet,Railway Point,Populated Place,UNP,46.8269445,-80.9611111,Sudbury,1950-11-03
FDUXN,Milsap,Dispersed Rural Community,Populated Place,UNP,44.3683334,-76.8627777,Lennox and Addington,1950-09-07
FDGEM,Milton,Town,Populated Place,TOWN,43.5055556,-79.9177778,Halton,1974-01-01
FDUXS,Milton Heights,Dispersed Rural Community,Populated Place,UNP,43.5172223,-79.9283334,Halton,1950-05-04
FEAPF,Milton Spur,Railway Point,Populated Place,UNP,43.5312700,-79.8955900,Halton,1962-12-31
FDUYD,Milverton,Community,Populated Place,UNP,43.5650000,-80.9211111,Perth,1998-01-01
FAYKJ,Mimico,Urban Community,Populated Place,UNP,43.6136111,-79.4922223,York,1983-06-29
FDUYF,Mimico Beach,Urban Community,Populated Place,UNP,43.6158333,-79.4866667,York,1950-04-06
FDUYN,Mimosa,Dispersed Rural Community,Populated Place,UNP,43.7420500,-80.2236900,Wellington,1950-09-07
FDUYO,Minahico,Dispersed Rural Community,Populated Place,UNP,49.0308333,-94.3586111,Rainy River,1947-03-13
FDGEN,Minaki,Compact Rural Community,Populated Place,UNP,49.9871470,-94.6690630,Kenora,1947-03-13
FDUYT,Minataree,Railway Point,Populated Place,UNP,50.2330930,-88.0634300,Thunder Bay,1939-12-12
FDUYZ,Mindemoya,Compact Rural Community,Populated Place,UNP,45.7317100,-82.1684500,Manitoulin,1950-08-02
FDYLQ,Minden,Geographic Township,Administrative Area,GEOG,44.9920500,-78.6667700,Haliburton,1962-12-31
FDUZC,Minden,Compact Rural Community,Populated Place,UNP,44.9258334,-78.7230556,Haliburton,1953-11-05
FEVNL,Minden Hills,Township Municipality,Administrative Area,MUN2,44.9772222,-78.7441667,Haliburton,2001-01-01
FDUZG,Mindoka,Railway Point,Populated Place,UNP,47.9822222,-79.9247223,Timiskaming,1950-09-07
FDUZK,Mine Centre,Compact Rural Community,Populated Place,UNP,48.7670800,-92.6165800,Rainy River,1962-12-31
FDUZS,Mineral Springs,Urban Community,Populated Place,UNP,43.2384400,-80.0203600,Wentworth,1950-07-06
FDUZY,Miners Bay,Dispersed Rural Community,Populated Place,UNP,44.8225000,-78.7686111,Haliburton,1953-11-05
FDVAH,Minesing,Compact Rural Community,Populated Place,UNP,44.4424000,-79.8412800,Simcoe,1927-12-13
FIEVX,Minesing Wetlands Conservation Area,Conservation Area,Administrative Area,PARK,44.4216130,-79.8230980,Simcoe,
FDVAM,Minet's Point,Urban Community,Populated Place,UNP,44.3746900,-79.6657300,Simcoe,1977-08-18
FDVAO,Minett,Dispersed Rural Community,Populated Place,UNP,45.1645100,-79.6501400,Muskoka,1951-01-17
FDVCW,Mink Lake,Dispersed Rural Community,Populated Place,UNP,45.5560000,-77.0444300,Renfrew,1966-09-29
FDVCX,Mink Lake,Railway Point,Populated Place,UNP,46.0566667,-78.7644444,Nipissing,1948-11-08
FEADZ,Minniehill,Dispersed Rural Community,Populated Place,UNP,44.5391667,-80.6058334,Grey,1950-06-02
FDYDE,Minnipuka,Geographic Township,Administrative Area,GEOG,48.9936111,-83.7158333,Algoma,1962-12-31
FEAEK,Minnipuka,Dispersed Rural Community,Populated Place,UNP,48.9019444,-83.8405556,Algoma,1954-10-07
FEAEN,Minnitaki,Dispersed Rural Community,Populated Place,UNP,49.8128190,-93.0946790,Kenora,1990-03-21
FEUVH,Minnitaki Kames Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,49.8980580,-91.8757430,Kenora,1990-12-31
FEAFB,Minnow Lake,Urban Community,Populated Place,UNP,46.4937000,-80.9345900,Sudbury,1949-11-03
FDYDI,Minto,Geographic Township,Administrative Area,GEOG,43.9170800,-80.8838800,Wellington,1962-12-31
FEAGA,Minto,Dispersed Rural Community,Populated Place,UNP,44.3637700,-77.5438000,Hastings,1974-12-31
FEAFZ,Minto,Railway Point,Populated Place,UNP,43.9138889,-80.8122222,Wellington,1936-10-06
FELWA,Minto,Town,Populated Place,TOWN,43.9197800,-80.8817700,Wellington,1999-01-01
FDYDK,Miramichi,Geographic Township,Administrative Area,GEOG,47.5397222,-81.3925000,Sudbury,1962-12-31
FEAHO,Mirwins Park,Post Office,Populated Place,UNP,42.5857200,-82.4455100,Kent,1960-08-04
FDYDO,Miscampbell,Geographic Township,Administrative Area,GEOG,48.6948700,-93.5278000,Rainy River,1962-12-31
FEUVI,Misery Bay Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,45.7897770,-82.7216060,Manitoulin,1990-12-31
FOBVR,Mishi Sakahikaniing,Indian Reserve,Administrative Area,IR,52.2002386,-92.7757057,,2025-05-09
FOBRY,Mishkeegogamang,First Nation Administrative Location,Administrative Area,MUN2,51.0921359,-90.2294924,,2023-09-14
FDQBL,Miskokomon,Geographic Township,Administrative Area,GEOG,47.9791666,-84.2116667,Algoma,1975-07-03
FEAJF,Missanabie,Dispersed Rural Community,Populated Place,UNP,48.3113300,-84.0840200,Algoma,1954-08-05
FESZQ,Missanabie 62,Indian Reserve,Administrative Area,IR,48.3016670,-84.1050000,Algoma,
FOBQY,Missanabie Cree,First Nation Administrative Location,Administrative Area,MUN2,48.3116979,-84.0839918,,2023-09-14
FOBUX,Missanabie Cree First Nation,Indian Reserve,Administrative Area,IR,48.3138419,-83.9845426,,2022-04-04
FDYKM,Missinaibi,Geographic Township,Administrative Area,GEOG,48.3218300,-83.6868300,Sudbury,1962-12-31
FDYKL,Missinaibi Provincial Park,Provincial Park,Administrative Area,PARK,48.3541667,-83.6700000,Sudbury; Algoma; Cochrane,1990-12-31
FEVEZ,Mission Island Marsh Conservation Area,Conservation Area,Administrative Area,PARK,48.3748670,-89.2123320,Thunder Bay,
FEPTT,Mississagi Delta Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,46.1690000,-83.0703200,Algoma,1990-12-31
FDYCM,Mississagi Provincial Park,Provincial Park,Administrative Area,PARK,46.5883333,-82.6883333,Algoma,1990-12-31
FESZR,Mississagi River 8,Indian Reserve,Administrative Area,IR,46.2094440,-83.0013890,Algoma,
FAABE,Mississagi River Provincial Park,Provincial Park,Administrative Area,PARK,47.1509500,-82.5239700,Sudbury; Algoma,1990-12-31
FEAKU,Mississagua Landing,Compact Rural Community,Populated Place,UNP,44.6958333,-78.3472222,Peterborough,1978-02-08
FOBSH,Mississauga,First Nation Administrative Location,Administrative Area,MUN2,46.1964560,-83.0047727,,2023-09-14
FEAKO,Mississauga,City,Populated Place,CITY,43.5856600,-79.6571100,Peel,1974-01-01
FEAKP,Mississauga,Railway Point,Populated Place,UNP,46.1913889,-83.0186111,Algoma,1956-07-05
FDNKY,Mississauga Beach,Urban Community,Populated Place,UNP,43.2594445,-79.0883333,Niagara,1969-03-21
FEZYH,Mississauga Point Lighthouse National Historic Site of Canada,National Historic Site,Administrative Area,PARK,43.2613890,-79.0766670,Lincoln,2001-01-12
FEALA,Mississauga Valley,Urban Community,Populated Place,UNP,43.5915100,-79.6139500,Peel,1977-09-23
FESWC,Mississaugas of Scugog Island,Indian Reserve,Administrative Area,IR,44.1863890,-78.8880550,Durham,1992-04-09
FOBSE,Mississaugas of Scugog Island First Nation,First Nation Administrative Location,Administrative Area,MUN2,44.1939731,-78.8806051,,2023-09-14
FOBQI,Mississaugas of the Credit,First Nation Administrative Location,Administrative Area,MUN2,43.0000181,-80.0951481,,2023-09-14
FFABM,Mississippi Lake Bird Sanctuary,Migratory Bird Sanctuary,Administrative Area,PARK,45.0416670,-76.2500000,,1959-01-01
FEVBZ,Mississippi Lake National Wildlife Area,National Wildlife Area,Administrative Area,PARK,45.0416670,-76.2333330,,1978-01-01
FEUXZ,Mississippi Mills,Town,Populated Place,TOWN,45.2550000,-76.2875000,Lanark,1998-01-01
FEALH,Mississippi Station,Dispersed Rural Community,Populated Place,UNP,44.9247223,-76.6772222,Frontenac,1941-04-29
FDYCP,Missonga,Railway Point,Populated Place,UNP,48.3878900,-82.6905900,Sudbury,1953-10-01
FEALJ,Missouri,Dispersed Rural Community,Populated Place,UNP,44.4263400,-76.4876700,Frontenac,1958-09-04
FEZZI,Mistinikon Lake Uplands Conservation Reserve,Conservation Reserve,Administrative Area,PARK,47.9565020,-80.8025860,Timiskaming,2001-12-18
FOBQT,Mitaanjigamiing First Nation,First Nation Administrative Location,Administrative Area,MUN2,48.7110370,-93.3861826,,2023-09-14
FDVFJ,Mitchell,Geographic Township,Administrative Area,GEOG,51.0669444,-92.7313889,Kenora,1962-12-31
FEBYR,Mitchell,Community,Populated Place,UNP,43.4680555,-81.1977778,Perth,1998-01-01
FDIJE,Mitchell Heights,Urban Community,Populated Place,UNP,42.6644444,-81.2325000,Elgin,1979-07-18
FEBZO,Mitchell Square,Dispersed Rural Community,Populated Place,UNP,44.5138889,-79.5305556,Simcoe,1932-07-06
FDIJF,Mitchell's Bay,Compact Rural Community,Populated Place,UNP,42.3886800,-82.4073800,Kent,1981-02-11
FEBYU,Mitchell's Corners,Compact Rural Community,Populated Place,UNP,43.9497223,-78.8052778,Durham,1979-03-09
FEBZP,Mitchellville,Dispersed Rural Community,Populated Place,UNP,44.4183333,-75.9766667,Leeds,1962-12-31
FEZYD,Mnjikaning Fish Weirs National Historic Site of Canada,National Historic Site,Administrative Area,PARK,44.6041670,-79.3697220,Ontario,2001-01-12
FDVFT,Moberly,Geographic Township,Administrative Area,GEOG,48.7547222,-81.7905555,Cochrane,1962-12-31
FECAL,Mobert,Dispersed Rural Community,Populated Place,UNP,48.6854100,-85.6425500,Thunder Bay,1974-12-31
FDQBK,Moen,Geographic Township,Administrative Area,GEOG,47.3648400,-83.9098200,Sudbury,1975-07-03
FDVFR,Moffat,Geographic Township,Administrative Area,GEOG,47.3680556,-81.3902777,Sudbury,1962-12-31
FEDAD,Moffat,Dispersed Rural Community,Populated Place,UNP,43.5087600,-80.0542700,Halton,1950-09-07
FDQBJ,Moggy,Geographic Township,Administrative Area,GEOG,47.3661111,-83.7816667,Sudbury,1975-07-03
FEVCB,Mohawk Island National Wildlife Area,National Wildlife Area,Administrative Area,PARK,42.8333330,-79.5250000,,1976-01-01
FECCK,Mohawk Meadows,Urban Community,Populated Place,UNP,43.2293200,-79.9576100,Wentworth,1974-08-01
FOBUS,Mohawks of the Bay of Quinte,First Nation Administrative Location,Administrative Area,MUN2,44.1869377,-77.1433921,,2023-09-14
FDVFP,Moher,Geographic Township,Administrative Area,GEOG,47.9727778,-81.3969445,Sudbury,1962-12-31
FECCQ,Mohr Corners,Dispersed Rural Community,Populated Place,UNP,45.4161111,-76.2427778,Carleton,1952-02-06
FECCT,Moira,Dispersed Rural Community,Populated Place,UNP,44.3585100,-77.4052300,Hastings,1952-01-17
FIECO,Mojikit Lake Conservation Reserve,Conservation Reserve,Administrative Area,PARK,50.7365780,-88.2955090,,2004-12-31
FECDE,Mokomon,Dispersed Rural Community,Populated Place,UNP,48.4800000,-89.6308334,Thunder Bay,1936-11-10
FECDI,Molesworth,Dispersed Rural Community,Populated Place,UNP,43.7808334,-81.0716667,Perth,1962-12-31
FDVKP,Moltke,Dispersed Rural Community,Populated Place,UNP,44.0399100,-81.0059600,Bruce,1945-12-07
FEJFR,Monaghan,Geographic Township,Administrative Area,GEOG,44.1739600,-78.3381800,Peterborough,1978-01-01
FDIJQ,Monck,Geographic Township,Administrative Area,GEOG,45.0834800,-79.4000400,Muskoka,1962-12-31
FCERZ,Monck,Dispersed Rural Community,Populated Place,UNP,43.9625000,-80.4930555,Wellington,1936-10-06
FDVLH,Monck Road,Dispersed Rural Community,Populated Place,UNP,45.0150000,-77.9927777,Hastings,1948-03-02
FDXSO,Moncrieff,Geographic Township,Administrative Area,GEOG,46.7591666,-81.6286111,Sudbury,1962-12-31
FDVLI,Moncrieff,Dispersed Rural Community,Populated Place,UNP,43.6441667,-81.1536111,Huron,1962-12-31
FDXSN,Mond,Geographic Township,Administrative Area,GEOG,47.8022222,-81.1358333,Sudbury,1962-12-31
FDQBB,Monestime,Geographic Township,Administrative Area,GEOG,46.7618300,-82.2590300,Algoma,1975-07-03
FDVLU,Monetville,Dispersed Rural Community,Populated Place,UNP,46.1634400,-80.3609600,Sudbury,1949-11-03
FDVLV,Moneymore,Dispersed Rural Community,Populated Place,UNP,44.3831500,-77.2537300,Hastings,1952-01-17
FAONZ,Mongolia,Dispersed Rural Community,Populated Place,UNP,43.9386111,-79.2230555,York,1950-05-04
FDXSL,Mongowin,Geographic Township,Administrative Area,GEOG,46.1528800,-81.7735300,Sudbury,1962-12-31
FDVMO,Monkland,Locality,Populated Place,UNP,45.1964000,-74.8754400,Stormont,1998-01-01
FDVMU,Monkton,Compact Rural Community,Populated Place,UNP,43.5891666,-81.0805555,Perth,1962-12-31
FDXSJ,Monmouth,Geographic Township,Administrative Area,GEOG,44.9613889,-78.2661111,Haliburton,1962-12-31
FDXSI,Mono,Geographic Township,Administrative Area,GEOG,44.0141667,-80.0658334,Dufferin,1962-12-31
FELWF,Mono,Town,Populated Place,TOWN,44.0173900,-80.0581000,Dufferin,1999-05-14
FDVNB,Mono Centre,Dispersed Rural Community,Populated Place,UNP,44.0283800,-80.0712300,Dufferin,1950-06-02
FEPVO,Mono Cliffs Provincial Park,Provincial Park,Administrative Area,PARK,44.0452778,-80.0763889,Dufferin,1990-12-31
FDVNG,Mono Mills,Dispersed Rural Community,Populated Place,UNP,43.9444444,-79.9644444,Peel,1950-07-06
FDVNC,Mono Road,Dispersed Rural Community,Populated Place,UNP,43.8573700,-79.8510600,Peel,1977-08-10
FEPQG,Monora Conservation Area,Conservation Area,Administrative Area,PARK,43.9333330,-80.1000000,,
FDXSH,Mons,Geographic Township,Administrative Area,GEOG,48.7758333,-83.1266667,Algoma,1962-12-31
FDVNR,Monsell,Dispersed Rural Community,Populated Place,UNP,45.0694444,-79.1994445,Muskoka,1951-01-17
FDXSG,Montague,Geographic Township,Administrative Area,GEOG,44.9663889,-75.9655555,Lanark,1962-12-31
FELWG,Montague,Township Municipality,Administrative Area,MUN2,44.9831700,-75.9821400,Lanark,1950-01-01
FDXSF,Montcalm,Geographic Township,Administrative Area,GEOG,48.6448800,-82.1469300,Cochrane,1962-12-31
FDXSE,Monteagle,Geographic Township,Administrative Area,GEOG,45.2254000,-77.8377300,Hastings,1962-12-31
FDVOF,Monteagle Valley,Dispersed Rural Community,Populated Place,UNP,45.1847222,-77.7788889,Hastings,1948-03-02
FDVOG,Montebello,Urban Community,Populated Place,UNP,43.1590400,-79.2519000,Niagara,1977-09-12
FDXSD,Monteith,Geographic Township,Administrative Area,GEOG,45.4166666,-79.6188889,Parry Sound,1962-12-31
FDVOJ,Monteith,Compact Rural Community,Populated Place,UNP,48.6442900,-80.6812000,Cochrane,1949-05-05
FEZZK,Monteith Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.4115730,-79.5714560,Parry Sound,2001-12-18
FDVGJ,Montgomery,Geographic Township,Administrative Area,GEOG,46.3976300,-83.1380500,Algoma,1962-12-31
FDVON,Montgomery Crossing,Locality,Populated Place,UNP,45.9093600,-77.3031700,Renfrew,1952-02-06
FDVPE,Montgomery Park,Locality,Populated Place,UNP,45.1261111,-76.1844444,Lanark,1977-09-09
FDVPA,Monticello,Dispersed Rural Community,Populated Place,UNP,43.9818100,-80.4064600,Dufferin,1936-10-06
FDVPB,Montreal Falls,Railway Point,Populated Place,UNP,47.2701800,-84.4326500,Algoma,1952-07-03
FDVPN,Montreal River Harbour,Compact Rural Community,Populated Place,UNP,47.2423500,-84.6458800,Algoma,1952-07-03
FIDLY,Montreal River Provincial Park,Provincial Nature Reserve,Administrative Area,PARK,47.2198600,-84.6542000,Slater,1968-01-01
FDVPT,Montrock,Urban Community,Populated Place,UNP,48.7690200,-80.6909100,Cochrane,1949-05-05
FDVGH,Montrose,Geographic Township,Administrative Area,GEOG,47.9716667,-80.9961111,Timiskaming,1962-12-31
FDVPU,Montrose,Dispersed Rural Community,Populated Place,UNP,43.0530556,-79.1213889,Niagara,1937-12-07
FDVPV,Montrose Junction,Railway Point,Populated Place,UNP,43.0686300,-79.0834600,Niagara,1937-12-07
FDVQE,Monument Corner,Locality,Populated Place,UNP,45.7130556,-82.2450000,Manitoulin,1976-01-07
FDVQF,Monument Corners,Dispersed Rural Community,Populated Place,UNP,45.0441666,-81.3300000,Bruce,1950-07-06
FDVGG,Moody,Geographic Township,Administrative Area,GEOG,48.8415200,-80.3454500,Cochrane,1962-12-31
FDWBT,Moon River,Dispersed Rural Community,Populated Place,UNP,45.1085000,-79.9563300,Muskoka,1951-01-17
FIECR,Moon River Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.0717310,-79.8189260,Muskoka,2006-12-31
FAAVD,Moonbeam,Township Municipality,Administrative Area,MUN2,49.3696200,-82.1777600,Cochrane,1982-06-18
FDVQV,Moonbeam,Compact Rural Community,Populated Place,UNP,49.3433334,-82.1541667,Cochrane,1952-05-01
FAYWE,Mooneys Bay,Urban Community,Populated Place,UNP,45.3500000,-75.6833330,Carleton,
FDWBX,Moons Beach,Dispersed Rural Community,Populated Place,UNP,44.5509500,-79.4122200,Simcoe,1959-10-28
FDWBY,Moons Corners,Dispersed Rural Community,Populated Place,UNP,44.4069444,-76.5727778,Frontenac,1967-11-30
FDJFM,Moonstone,Dispersed Rural Community,Populated Place,UNP,44.6555555,-79.6636111,Simcoe,1949-03-03
FDWES,Moor Lake,Dispersed Rural Community,Populated Place,UNP,46.1401000,-77.6893300,Renfrew,1965-04-26
FDXIQ,Moore,Geographic Township,Administrative Area,GEOG,42.8330555,-82.3450000,Lambton,1975-01-01
FAXNL,Moore Centre,Dispersed Rural Community,Populated Place,UNP,42.8375700,-82.3493200,Lambton,1978-02-10
FDWCP,Moore Falls,Dispersed Rural Community,Populated Place,UNP,44.8069100,-78.8090200,Haliburton,1953-11-05
FDWDO,Moore Park,Urban Community,Populated Place,UNP,43.6905556,-79.3786111,York,1974-08-26
FDWDP,Moore Park,Urban Community,Populated Place,UNP,43.6541666,-79.9383333,Halton,1977-09-23
FDWCR,Moorefield,Police Village,Populated Place,UNP,43.7613889,-80.7472222,Wellington,1950-06-02
FDYRV,Moorehouse,Geographic Township,Administrative Area,GEOG,48.6002777,-84.1058333,Algoma,1962-12-31
FDWDY,Moores Corners,Dispersed Rural Community,Populated Place,UNP,45.1385200,-75.7735000,Carleton,1936-10-06
FDWEE,Moores Lake,Dispersed Rural Community,Populated Place,UNP,45.4475300,-76.8267700,Renfrew,1965-10-21
FDWDX,Mooresburg,Dispersed Rural Community,Populated Place,UNP,44.3330200,-80.9760000,Grey,1945-04-16
FDWEN,Mooresville,Dispersed Rural Community,Populated Place,UNP,43.2351500,-81.4579800,Middlesex,1950-07-06
FDWEO,Mooretown,Compact Rural Community,Populated Place,UNP,42.8391667,-82.4644445,Lambton,1974-12-31
FDVGB,Moose,Geographic Township,Administrative Area,GEOG,51.3611200,-80.5723900,Cochrane,1962-12-31
FOBSO,Moose Cree First Nation,First Nation Administrative Location,Administrative Area,MUN2,51.2626327,-80.6005165,,2023-09-14
FDWGI,Moose Creek,Locality,Populated Place,UNP,45.2613889,-74.9700000,Stormont,1998-01-01
FOBUL,Moose Deer Point,First Nation Administrative Location,Administrative Area,MUN2,45.0794920,-80.0038068,,2023-09-14
FDWGV,Moose Factory,Compact Rural Community,Populated Place,UNP,51.2555245,-80.6048924,Cochrane,1974-12-31
FESZS,Moose Factory 68,Indian Reserve,Administrative Area,IR,51.1016670,-80.5794440,Cochrane,
FDWHL,Moose Hill,Dispersed Rural Community,Populated Place,UNP,48.2566666,-89.4847222,Thunder Bay,1936-11-10
FESZT,Moose Point 79,Indian Reserve,Administrative Area,IR,45.0802780,-80.0330560,Muskoka,
FDWKR,Moose River,Dispersed Rural Community,Populated Place,UNP,50.8126655,-81.2937596,Cochrane,1949-03-03
FFABN,Moose River Bird Sanctuary,Migratory Bird Sanctuary,Administrative Area,PARK,51.3333330,-80.3833330,,1958-01-01
FDWKD,Mooselanka Beach,Compact Rural Community,Populated Place,UNP,44.3478200,-79.5353800,Simcoe,1959-10-28
FDUPD,Moosonee,Compact Rural Community,Populated Place,UNP,51.2736387,-80.6437654,Cochrane,1949-03-03
FEVNX,Moosonee,Town,Populated Place,TOWN,51.3341670,-80.7211110,Cochrane,2001-01-01
FESZU,Moravian 47,Indian Reserve,Administrative Area,IR,42.5694440,-81.8841670,Kent,
FOBSJ,Moravian of the Thames,First Nation Administrative Location,Administrative Area,MUN2,42.5639787,-81.8743661,,2023-09-14
FDWMR,Moraviantown,Dispersed Rural Community,Populated Place,UNP,42.5809700,-81.8935400,Kent,1962-12-31
FDWMS,Moray,Dispersed Rural Community,Populated Place,UNP,43.2080556,-81.6700000,Middlesex,1950-05-04
FDWMZ,Mordolphin,Compact Rural Community,Populated Place,UNP,44.8027778,-79.6208333,Simcoe,1978-09-14
FEVTI,Moreau's Bay Conservation Reserve,Conservation Reserve,Administrative Area,PARK,45.0195510,-79.9436340,Muskoka,2001-04-06
FDYSA,Morel,Geographic Township,Administrative Area,GEOG,47.8000000,-80.7211111,Timiskaming,1962-12-31
FDWNF,Morel,Railway Point,Populated Place,UNP,46.2751400,-78.7907300,Nipissing,1966-12-07
FEDBB,Morewood,Dispersed Rural Community,Populated Place,UNP,45.1776100,-75.2853300,Dundas,1977-06-30
FDIKR,Morgan,Geographic Township,Administrative Area,GEOG,46.6733334,-81.2461111,Sudbury,1962-12-31
FDWNL,Morgan,Railway Point,Populated Place,UNP,49.9804280,-93.2248340,Kenora,1962-12-31
FDWQS,Morgans Point,Dispersed Rural Community,Populated Place,UNP,42.8600000,-79.3441667,Niagara,1951-01-17
FDWQE,Morganston,Dispersed Rural Community,Populated Place,UNP,44.1458333,-77.8691667,Northumberland,1932-03-01
FDIKT,Morin,Geographic Township,Administrative Area,GEOG,46.5727778,-83.6480555,Algoma,1962-12-31
FDIKV,Morin Village,Compact Rural Community,Populated Place,UNP,47.4666667,-81.4380555,Sudbury,1980-03-18
FDWQQ,Morinus,Dispersed Rural Community,Populated Place,UNP,45.1773400,-79.6177900,Muskoka,1951-01-17
FDIKW,Morley,Geographic Township,Administrative Area,GEOG,48.6948100,-94.1862800,Rainy River,1962-12-31
FELWJ,Morley,Township Municipality,Administrative Area,MUN2,48.7093400,-94.1847000,Rainy River,2004-01-01
FDWQV,Morley,Dispersed Rural Community,Populated Place,UNP,44.6602700,-80.7367900,Grey,1950-06-02
FDIKX,Morley Additional,Geographic Township,Administrative Area,GEOG,48.6472200,-94.1504000,Rainy River,1962-12-31
FDQBF,Morningstar,Geographic Township,Administrative Area,GEOG,47.0205555,-82.8933334,Algoma,1975-07-03
FDIKY,Mornington,Geographic Township,Administrative Area,GEOG,43.6034500,-80.8686000,Perth,1962-12-31
FDWRD,Morpeth,Compact Rural Community,Populated Place,UNP,42.3930556,-81.8455556,Kent,1950-05-04
FDIKZ,Morris,Geographic Township,Administrative Area,GEOG,43.7826300,-81.3099800,Huron,1962-12-31
FIEVA,Morris Island Conservation Area,Conservation Area,Administrative Area,PARK,45.4592280,-76.2748150,Fitzroy,
FEVLC,Morris Tract Provincial Nature Reserve,Provincial Nature Reserve,Administrative Area,PARK,43.7268170,-81.6432340,Huron,1997-12-31
FEVIP,Morris-Turnberry,Township Municipality,Administrative Area,MUN2,43.8250600,-81.2723300,Huron,2001-01-01
FDWRM,Morrisburg,Community,Populated Place,UNP,44.8980556,-75.1819445,Dundas,1998-01-01
FEQPX,Morrisburg Station,Railway Point,Populated Place,UNP,44.9136111,-75.1944444,Dundas,1941-11-19
FDILA,Morrisette,Geographic Township,Administrative Area,GEOG,48.2336111,-79.9483333,Timiskaming,1962-12-31
FDUOO,Morrish,Dispersed Rural Community,Populated Place,UNP,43.9623900,-78.3939400,Northumberland,1930-03-05
FDILB,Morrison,Geographic Township,Administrative Area,GEOG,44.8362200,-79.3161300,Muskoka,1962-12-31
FIEQV,Morrison Dam Conservation Area,Conservation Area,Administrative Area,PARK,43.3597000,-81.4477000,Huron,
FDWOV,Morrison Lake,Locality,Populated Place,UNP,44.8597222,-79.4497222,Muskoka,1960-08-04
FEZZL,Morrison Lake Wetland Conservation Reserve,Conservation Reserve,Administrative Area,PARK,44.8652780,-79.4655560,Muskoka,2001-12-18
FDWPA,Morrison Landing,Dispersed Rural Community,Populated Place,UNP,44.8478900,-79.4601200,Muskoka,1960-08-04
FCESR,Morrison River Landing,Locality,Populated Place,UNP,49.1972222,-84.5416666,Algoma,1979-07-18
FDWPK,Morriston,Police Village,Populated Place,UNP,43.4489300,-80.1154100,Wellington,1949-07-07
FDWPL,Morrisville,Dispersed Rural Community,Populated Place,UNP,45.9088889,-82.8411111,Manitoulin,1950-08-02
FDILD,Morrow,Geographic Township,Administrative Area,GEOG,50.5526600,-81.5840400,Cochrane,1962-12-31
FDILE,Morse,Geographic Township,Administrative Area,GEOG,46.9343800,-81.7698300,Sudbury,1962-12-31
FDILF,Morson,Geographic Township,Administrative Area,GEOG,49.0650000,-94.2955555,Rainy River,1962-12-31
FAYES,Morson,Locality,Populated Place,UNP,49.0955900,-94.3209700,Rainy River,1988-12-31
FDILG,Mortimer,Geographic Township,Administrative Area,GEOG,48.9283334,-80.6141667,Cochrane,1962-12-31
FDWQB,Mortimers Point,Dispersed Rural Community,Populated Place,UNP,45.0483500,-79.5595500,Muskoka,1968-02-29
FDWNW,Morton,Compact Rural Community,Populated Place,UNP,44.5370900,-76.1975200,Leeds,1952-06-06
FDWOJ,Morven,Dispersed Rural Community,Populated Place,UNP,44.2395900,-76.8434300,Lennox and Addington,1951-02-07
FDILH,Mosa,Geographic Township,Administrative Area,GEOG,42.7161111,-81.7652778,Middlesex,1962-12-31
FIEUC,Mosa Forest and Fennel Property,Conservation Area,Administrative Area,PARK,42.6575710,-81.8093490,Middlesex,
FDILI,Mosambik,Geographic Township,Administrative Area,GEOG,48.7311111,-84.4986111,Algoma,1962-12-31
FCESU,Mosborough,Railway Point,Populated Place,UNP,43.5086111,-80.3363889,Wellington,1950-09-07
FCESV,Moscow,Dispersed Rural Community,Populated Place,UNP,44.4297223,-76.8069445,Lennox and Addington,1950-09-07
FCETB,Moserville,Dispersed Rural Community,Populated Place,UNP,43.4968400,-80.9690700,Perth,1960-11-03
FDQBQ,Moses,Geographic Township,Administrative Area,GEOG,46.5854000,-81.9970200,Sudbury,1975-07-03
FCETI,Mosher,Dispersed Rural Community,Populated Place,UNP,48.7052778,-84.1975000,Algoma,1954-08-05
FDILO,Moss,Geographic Township,Administrative Area,GEOG,48.5552778,-90.7663889,Thunder Bay,1962-12-31
FEIIV,Mossington Park,Dispersed Rural Community,Populated Place,UNP,44.3225000,-79.3427778,York,1977-08-18
FCEVO,Mossley,Dispersed Rural Community,Populated Place,UNP,42.9461111,-81.0116667,Middlesex,1948-04-19
FCEVU,Motherwell,Dispersed Rural Community,Populated Place,UNP,43.3461800,-81.1878900,Perth,1984-08-14
FCEWB,Motts Mills,Dispersed Rural Community,Populated Place,UNP,44.7877778,-76.0305556,Leeds,1968-01-10
FDILR,Moulton,Geographic Township,Administrative Area,GEOG,42.9223800,-79.5351300,Haldimand,1962-12-31
FCEWM,Moulton Station,Dispersed Rural Community,Populated Place,UNP,42.9623500,-79.5414600,Haldimand,1971-01-28
FCEZX,Mount Albert,Compact Rural Community,Populated Place,UNP,44.1342800,-79.3058400,York,1974-12-31
FCEZY,Mount Albion,Dispersed Rural Community,Populated Place,UNP,43.2000200,-79.8128800,Wentworth,1937-12-07
